sr3-rtx complete frame dump - every DrawIndexedPrimitive in submission order
frame 3323, camera (102.2 148.1 37.1)
disposition: CONVERT = re-issued as fixed function and path-traced
             HIDE    = still drawn, given an ortho projection so Remix ignores it
             MARK    = our marker bound to stage 0, so Remix's ignore drops it
             SKIP    = never reaches the device
             PASS    = untouched; Remix reconstructs it from shader output
the text after the last | on each line is WHY that disposition was chosen


=== RENDER TARGET 14E898D0  128x128 fmt=21 ===
    1 MARK    v=6      p=2      zw=0 zt=0 blend=1 cw=0xf | vs[     ][   ][    ] ps='Normal_Map_ASampler' rank=0 | tex0=161B3D38     inst=0 | post/composite quad

=== RENDER TARGET 14E899C8  64x64 fmt=21 ===
    2 MARK    v=6      p=2      zw=0 zt=0 blend=0 cw=0xf | vs[     ][   ][    ] ps='base_samplerSampler' rank=50 | tex0=14E897F0(RT) inst=0 | post/composite quad

=== RENDER TARGET 14E89AC0  32x32 fmt=21 ===
    3 MARK    v=6      p=2      zw=0 zt=0 blend=0 cw=0xf | vs[     ][   ][    ] ps='base_samplerSampler' rank=50 | tex0=14E897F0(RT) inst=0 | post/composite quad

=== RENDER TARGET 14E900A0  1280x720 fmt=34 ===
    4 MARK    v=3931   p=6076   zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=480277F0     inst=1 | prepass: only normal/stipple/depth samplers
    5 CONVERT v=17601  p=494    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Diffuse_MapSampler' rank=100 | tex0=3F5FD858     inst=1 | converted
    6 MARK    v=17601  p=572    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=42BEBAC8     inst=1 | prepass: only normal/stipple/depth samplers
    7 MARK    v=17601  p=92     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=42BEBF28     inst=1 | prepass: only normal/stipple/depth samplers
    8 MARK    v=17601  p=75     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=480270F0     inst=1 | prepass: only normal/stipple/depth samplers
    9 MARK    v=17601  p=73     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=480272B0     inst=1 | prepass: only normal/stipple/depth samplers
   10 MARK    v=17601  p=308    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=45406E50     inst=1 | prepass: only normal/stipple/depth samplers
   11 MARK    v=17601  p=947    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=45406E50     inst=1 | prepass: only normal/stipple/depth samplers
   12 MARK    v=17601  p=323    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=48026F30     inst=1 | prepass: only normal/stipple/depth samplers
   13 MARK    v=17601  p=38     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=453F9550     inst=1 | prepass: only normal/stipple/depth samplers
   14 MARK    v=17601  p=52     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=48026AD0     inst=1 | prepass: only normal/stipple/depth samplers
   15 MARK    v=17601  p=319    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=48025DB0     inst=1 | prepass: only normal/stipple/depth samplers
   16 MARK    v=35877  p=108    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=45416350     inst=1 | prepass: only normal/stipple/depth samplers
   17 MARK    v=1369   p=30     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=45416350     inst=1 | prepass: only normal/stipple/depth samplers
   18 MARK    v=17601  p=20     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=48027630     inst=1 | prepass: only normal/stipple/depth samplers
   19 MARK    v=17601  p=36     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=42BECD28     inst=1 | prepass: only normal/stipple/depth samplers
   20 MARK    v=17601  p=1022   zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=42BED508     inst=1 | prepass: only normal/stipple/depth samplers
   21 MARK    v=770    p=71     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=42BECC48     inst=1 | prepass: only normal/stipple/depth samplers
   22 MARK    v=317    p=68     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=42BECC48     inst=1 | prepass: only normal/stipple/depth samplers
   23 MARK    v=17601  p=1000   zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=42BEC0E8     inst=1 | prepass: only normal/stipple/depth samplers
   24 MARK    v=17601  p=4768   zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=42BEB908     inst=1 | prepass: only normal/stipple/depth samplers
